ID,Modality,Content,Label,Source,Explanation,Category,Date
58b9444c,Text,INSIDER REPORT: Manufacturing conglomerate to replace 78% of workforce with AI by 2026,Fake,,Misrepresents how data processing works. Document cited is fabricated.,security,2025-03-30
3e43f60d,Text,ALERT: Children's vitamin found to contain synthetic hormone linked to liver damage,Fake,,No such event occurred on this date. Image circulated was from a different incident.,technology,2025-04-13
56feb5ac,Text,"EXCLUSIVE: Religious leader announces surprise manipulates, cites 'mind control discovery' as reason",Fake,,Misquotes public figure. Original statement was taken out of context.,politics,2025-04-15
98b1bf6e,Text,Gas explosion Destroys major city! Critical shortage of supplies. Government covering up actual recovery timeline.,Fake,,Dangerous health misinformation. No scientific studies support this claim and it contradicts established medical knowledge.,space,2025-03-31
5714d13e,Text,Solar flare Destroys major university! Infrastructure collapsed. Government covering up actual affected population.,Fake,,No scientific evidence supports this claim. Study cited doesn't exist.,environment,2025-04-14
774a9f7a,Text,United Nations to implement mandatory social credit system starting next administration,Fake,,Misquotes public figure. Original statement was taken out of context.,finance,2025-03-23
f0040020,Text,Doctors won't tell you: cinnamon can eliminate {health_condition} overnight,Fake,,Presents correlation as causation. Cherry-picks data while ignoring contradictory evidence.,security,2025-03-30
3db27085,Text,CONFIRMED: Government agency found to be using price fixing in major city,Fake,,Completely fabricated story with no basis in reality. No such announcement was made.,celebrity,2025-03-27
3a651058,Text,Economic COLLAPSE imminent as Major investment firm prepares to restrict withdrawals,Fake,,No such event occurred on this date. Image circulated was from a different incident.,technology,2025-03-31
a672b775,Text,URGENT: Widely used app recalled after being linked to lifetime ban,Fake,,Presents common routine occurrence as unusual or dangerous without scientific basis.,finance,2025-04-08
e7f3c808,Text,Health ministry to implement mandatory microchipping starting next administration,Fake,,Misrepresents scientific research; no credible studies support this claim. Uses conspiratorial framing.,politics,2025-03-15
64d1d3c8,Text,INSIDER REPORT: Media company to replace 93% of workforce with AI by 2027,Fake,,No such law has been proposed or passed. Uses cultural tensions to spread false information.,health,2025-03-29
cba107c8,Text,"LEAKED DOCUMENT: Religious institution secretly collecting DNA through wearable technology, Millions affected",Fake,,No such policy has been announced or is being planned. Classic conspiracy theory narrative.,finance,2025-04-01
cc259eb8,Text,CONFIRMED: Anonymous source found to be using toxic waste dumping in financial district,Fake,,Uses emotionally charged language and anonymous sources that cannot be verified.,celebrity,2025-03-21
1b9f3b8e,Text,Scientists baffled by unexplained disappearances appearing in tech headquarters,Fake,,Accusations not supported by evidence. No investigations have found such practices.,science,2025-03-24
60a58894,Text,"Famous athlete prosecuted for smuggling exotic animals, faces billions in fines",Fake,,Dangerous health misinformation. No scientific studies support this claim and it contradicts established medical knowledge.,business,2025-04-03
0175407d,Text,URGENT: Smartphone model recalled after being linked to house arrest,Fake,,No such incident occurred. Image used was from an unrelated event.,education,2025-04-01
8bb9bdd1,Text,Scientists confirm specific breathing technique cures chronic pain in 99% of patients,Fake,,Accusations not supported by evidence. No investigations have found such practices.,security,2025-03-17
61d5f0c0,Text,Government to implement mandatory microchipping starting coming months,Fake,,Presents common natural process as unusual or dangerous without scientific basis.,sports,2025-03-28
d5bb9855,Text,A-list actor reveals shocking truth about pharmaceutical business: 'People would revolt if they knew',Fake,,No such incident occurred. Image used was from an unrelated event.,security,2025-04-11
24b14f42,Text,New law allows Government to mandatory registration for using more than 50 liters of water per day,Fake,,No scientific evidence supports this claim. Study cited doesn't exist.,entertainment,2025-04-01
47b6be03,Text,Scientists confirm specific breathing technique cures autoimmune disorders in 99% of patients,Fake,,Accusations not supported by evidence. No investigations have found such practices.,technology,2025-03-15
53a14c78,Text,New law allows Health ministry to community service for owning specific items,Fake,,Accusations not supported by evidence. No investigations have found such practices.,politics,2025-04-01
edb3aafb,Text,New law allows Central committee to impose curfew for using more than 50 liters of water per day,Fake,,Completely fabricated story with no basis in reality. No such announcement was made.,politics,2025-04-04
4c086a99,Text,Economic COLLAPSE imminent as International monetary fund prepares to impose capital controls,Fake,,No such incident occurred. Image used was from an unrelated event.,education,2025-04-06
da12ea02,Text,"Famous tech CEO implicated for insider trading, faces community service",Fake,,No such incident occurred. Image used was from an unrelated event.,technology,2025-03-19
2a3e2208,Text,Nuclear incident Destroys historic site! Millions affected. Government covering up actual recovery timeline.,Fake,,Misrepresents scientific research; no credible studies support this claim. Uses conspiratorial framing.,finance,2025-03-28
9a3c0402,Text,Scientists baffled by bizarre weather patterns appearing in international airport,Fake,,No such policy has been announced or is being planned. Classic conspiracy theory narrative.,environment,2025-03-23
17a7acc7,Text,Scientists confirm specific sleeping position cures chronic pain in 92% of patients,Fake,,Presents correlation as causation. Cherry-picks data while ignoring contradictory evidence.,politics,2025-04-12
8c84407b,Text,Economic competitor developing secret biological agent capable of disabling military systems,Fake,,Dangerous health misinformation. No scientific studies support this claim and it contradicts established medical knowledge.,security,2025-04-02
60bf2086,Text,ALERT: Fast food chain found to contain carcinogen linked to neurological disorder,Fake,,Presents common normal reaction as unusual or dangerous without scientific basis.,entertainment,2025-04-11
a99e3f5d,Text,Doctors won't tell you: apple cider vinegar can eliminate {health_condition} overnight,Fake,,Completely fabricated story with no basis in reality. No such announcement was made.,environment,2025-03-30
8694d0e4,Text,Meteor impact Destroys tech headquarters! Economy in ruins. Government covering up actual environmental damage.,Fake,,Completely fabricated story with no basis in reality. No such announcement was made.,sports,2025-04-04
089f640f,Text,Scientists baffled by mysterious health symptoms appearing in famous landmark,Fake,,Classic fearmongering using technical jargon to sound credible while making impossible claims.,health,2025-04-03
b47cc35c,Text,CONFIRMED: Anonymous source found to be using forced labor in major university,Fake,,Misrepresents how encryption works. Document cited is fabricated.,space,2025-04-11
812a4005,Text,Government to implement mandatory thought monitoring starting July 2025,Fake,,Misquotes public figure. Original statement was taken out of context.,health,2025-04-11
daaf574a,Text,Scientists baffled by mysterious health symptoms appearing in major university,Fake,,Presents correlation as causation. Cherry-picks data while ignoring contradictory evidence.,technology,2025-03-25
